epoch,step,test_acc,test_loss,train_acc,train_loss,training_total_time,val_acc,val_loss
0,103,,,,,,0.9103260636329651,0.3124002516269684
0,103,,,0.5823760628700256,1.0830624103546143,,,
1,207,,,,,,0.9307065010070801,0.1683461219072342
1,207,,,0.9464933276176453,0.15984296798706055,,,
2,311,,,,,,0.9116848111152649,0.23156146705150604
2,311,,,0.973246693611145,0.07343413680791855,,,
3,415,,,,,,0.9619565010070801,0.09386443346738815
3,415,,,0.9750604629516602,0.06235850602388382,,,
4,519,,,,,,0.929347813129425,0.19471003115177155
4,519,,,0.9873034954071045,0.03623269870877266,,,
5,623,,,,,,0.9334239363670349,0.21377027034759521
5,623,,,0.9895707368850708,0.02921203151345253,,,
6,727,,,,,,0.95652174949646,0.13591456413269043
6,727,,,0.9925937056541443,0.02272631786763668,,,
7,831,,,,,,0.9375,0.22344011068344116
7,831,,,0.9916868209838867,0.02562655694782734,,,
8,935,,,,,,0.94701087474823,0.19328086078166962
8,935,,,0.9947097897529602,0.016544723883271217,,,
9,1039,,,,,,0.9619565010070801,0.13909688591957092
9,1039,,,0.9968258738517761,0.012307512573897839,,,
,0,,,,,512.919939994812,,
10,1040,0.9324737191200256,0.27392807602882385,,,,,
