epoch,step,test_loss,train_loss,training_total_time,val_loss
0,206,,,,0.02492743544280529
0,206,,0.06845078617334366,,
1,413,,,,0.017075885087251663
1,413,,0.012562727555632591,,
2,620,,,,0.015087991021573544
2,620,,0.007812724448740482,,
3,827,,,,0.01954495906829834
3,827,,0.005934135057032108,,
4,1034,,,,0.014297199435532093
4,1034,,0.005272948183119297,,
5,1241,,,,0.009763559326529503
5,1241,,0.004707559943199158,,
6,1448,,,,0.009148607030510902
6,1448,,0.0038172483909875154,,
7,1655,,,,0.013056738302111626
7,1655,,0.003297459799796343,,
8,1862,,,,0.00906615424901247
8,1862,,0.002855510450899601,,
9,2069,,,,0.014905326068401337
9,2069,,0.002370477421209216,,
,0,,,835.5821549892426,
10,2070,0.01825929619371891,,,
