epoch,step,test_loss,train_loss,training_total_time,val_loss
0,103,,,,0.04195845499634743
0,103,,0.08952537178993225,,
1,207,,,,0.025543609634041786
1,207,,0.0187308881431818,,
2,311,,,,0.017144707962870598
2,311,,0.010249215178191662,,
3,415,,,,0.014656142331659794
3,415,,0.007425965741276741,,
4,519,,,,0.018437575548887253
4,519,,0.006093313451856375,,
5,623,,,,0.01360994577407837
5,623,,0.004762798547744751,,
6,727,,,,0.015460682101547718
6,727,,0.0040551829151809216,,
7,831,,,,0.015610817819833755
7,831,,0.0031394949182868004,,
8,935,,,,0.012245552614331245
8,935,,0.002810197649523616,,
9,1039,,,,0.00919746607542038
9,1039,,0.002443445147946477,,
,0,,,489.38181233406067,
10,1040,0.017135100439190865,,,
