epoch,step,test_loss,train_loss,training_total_time,val_loss
0,51,,,,0.07537075877189636
0,51,,0.11512360721826553,,
1,103,,,,0.03098827414214611
1,103,,0.051296934485435486,,
2,155,,,,0.019844526425004005
2,155,,0.01741296797990799,,
3,207,,,,0.015686023980379105
3,207,,0.01114168856292963,,
4,259,,,,0.014054733328521252
4,259,,0.008890357799828053,,
5,311,,,,0.01573891006410122
5,311,,0.007017066236585379,,
6,363,,,,0.011312974616885185
6,363,,0.005656453315168619,,
7,415,,,,0.013869145885109901
7,415,,0.004705333150923252,,
8,467,,,,0.013232065364718437
8,467,,0.0043228790163993835,,
9,519,,,,0.00862992275506258
9,519,,0.0036583072505891323,,
,0,,,489.44336462020874,
10,520,0.016737377271056175,,,
