epoch,step,test_loss,train_loss,training_total_time,val_loss
0,3,,,,0.13851392269134521
0,3,,0.1609148532152176,,
1,7,,,,0.12933017313480377
1,7,,0.140469029545784,,
2,11,,,,0.11535400152206421
2,11,,0.13561363518238068,,
3,15,,,,0.10852351039648056
3,15,,0.12689772248268127,,
4,19,,,,0.10637803375720978
4,19,,0.12270759046077728,,
5,23,,,,0.10166862607002258
5,23,,0.11674746870994568,,
6,27,,,,0.09613357484340668
6,27,,0.11002936959266663,,
7,31,,,,0.09074128419160843
7,31,,0.10435951501131058,,
8,35,,,,0.08575163781642914
8,35,,0.09788250178098679,,
9,39,,,,0.08101119846105576
9,39,,0.09116007387638092,,
10,43,,,,0.07478152960538864
10,43,,0.08447404205799103,,
11,47,,,,0.06863676011562347
11,47,,0.07821999490261078,,
12,51,,,,0.06446409970521927
12,51,,0.0722314789891243,,
13,55,,,,0.05762800574302673
13,55,,0.06623433530330658,,
14,59,,,,0.05307535454630852
14,59,,0.05964025482535362,,
15,63,,,,0.04942818731069565
15,63,,0.053403135389089584,,
16,67,,,,0.04284156858921051
16,67,,0.047492366284132004,,
17,71,,,,0.039644043892621994
17,71,,0.041859421879053116,,
18,75,,,,0.03755845129489899
18,75,,0.03683691471815109,,
19,79,,,,0.03223210945725441
19,79,,0.03237922862172127,,
20,83,,,,0.032167356461286545
20,83,,0.028562430292367935,,
21,87,,,,0.027783982455730438
21,87,,0.025163210928440094,,
22,91,,,,0.026634197682142258
22,91,,0.0220229160040617,,
23,95,,,,0.024629266932606697
23,95,,0.019547371193766594,,
24,99,,,,0.020617477595806122
24,99,,0.017734214663505554,,
25,103,,,,0.022320831194519997
25,103,,0.01613805815577507,,
26,107,,,,0.02102675475180149
26,107,,0.014837255701422691,,
27,111,,,,0.0191615242511034
27,111,,0.013903873041272163,,
28,115,,,,0.01898050121963024
28,115,,0.01300214696675539,,
29,119,,,,0.019502583891153336
29,119,,0.012106806971132755,,
30,123,,,,0.017903396859765053
30,123,,0.011516866274178028,,
31,127,,,,0.016129687428474426
31,127,,0.010929306037724018,,
32,131,,,,0.01992403157055378
32,131,,0.010414984077215195,,
33,135,,,,0.015962861478328705
33,135,,0.009968888945877552,,
34,139,,,,0.017705459147691727
34,139,,0.009666942991316319,,
35,143,,,,0.01598818227648735
35,143,,0.009142869152128696,,
36,147,,,,0.0166355911642313
36,147,,0.008776423521339893,,
37,151,,,,0.01697864942252636
37,151,,0.008429226465523243,,
38,155,,,,0.014760546386241913
38,155,,0.008171639405190945,,
39,159,,,,0.014976879581809044
39,159,,0.007906016893684864,,
40,163,,,,0.017092406749725342
40,163,,0.007742214482277632,,
41,167,,,,0.013680657371878624
41,167,,0.007538844831287861,,
42,171,,,,0.015390279702842236
42,171,,0.0072962273843586445,,
43,175,,,,0.015791740268468857
43,175,,0.00698859104886651,,
44,179,,,,0.01306622289121151
44,179,,0.006776207126677036,,
45,183,,,,0.01533487532287836
45,183,,0.006710970774292946,,
46,187,,,,0.015058569610118866
46,187,,0.006418992765247822,,
47,191,,,,0.012884427793323994
47,191,,0.006348815746605396,,
48,195,,,,0.01345013827085495
48,195,,0.006195072550326586,,
49,199,,,,0.01508802268654108
49,199,,0.006000270135700703,,
,0,,,2741.5822129249573,
50,200,0.016690582036972046,,,
