epoch,step,test_loss,train_loss,training_total_time,val_loss
0,206,,,,0.025082461535930634
0,206,,0.07213911414146423,,
1,413,,,,0.015266706235706806
1,413,,0.013919391669332981,,
2,620,,,,0.011850389651954174
2,620,,0.008310345001518726,,
3,827,,,,0.018296439200639725
3,827,,0.006480502896010876,,
4,1034,,,,0.009334645234048367
4,1034,,0.004621193744242191,,
5,1241,,,,0.011357346549630165
5,1241,,0.004088625777512789,,
6,1448,,,,0.013755992986261845
6,1448,,0.0033832567278295755,,
7,1655,,,,0.017349926754832268
7,1655,,0.0029947056900709867,,
8,1862,,,,0.016592545434832573
8,1862,,0.0025102440267801285,,
9,2069,,,,0.013236145488917828
9,2069,,0.0025774994865059853,,
,0,,,839.1825752258301,
10,2070,0.01758458837866783,,,
