epoch,step,test_acc,test_loss,train_acc,train_loss,training_total_time,val_acc,val_loss
0,206,,,,,,0.898097813129425,0.2249622792005539
0,206,,,0.7091898322105408,0.7225379347801208,,,
1,413,,,,,,0.9198369383811951,0.2032483071088791
1,413,,,0.9641777276992798,0.10023988038301468,,,
2,620,,,,,,0.945652186870575,0.13092152774333954
2,620,,,0.9768742322921753,0.06911077350378036,,,
3,827,,,,,,0.9551630616188049,0.10078610479831696
3,827,,,0.9801995158195496,0.05198341980576515,,,
4,1034,,,,,,0.9510869383811951,0.12904830276966095
4,1034,,,0.9854897260665894,0.0403013676404953,,,
5,1241,,,,,,0.945652186870575,0.16592682898044586
5,1241,,,0.9876058101654053,0.034588348120450974,,,
6,1448,,,,,,0.9334239363670349,0.2281753122806549
6,1448,,,0.9930471777915955,0.021835993975400925,,,
7,1655,,,,,,0.957880437374115,0.16594912111759186
7,1655,,,0.9928960204124451,0.021158304065465927,,,
8,1862,,,,,,0.9510869383811951,0.1517743617296219
8,1862,,,0.9933494329452515,0.019172407686710358,,,
9,2069,,,,,,0.9415760636329651,0.20463396608829498
9,2069,,,0.9919891357421875,0.021766023710370064,,,
,0,,,,,545.3029506206512,,
10,2070,0.9209365248680115,0.3048079013824463,,,,,
