epoch,step,test_acc,test_loss,train_acc,train_loss,training_total_time,val_acc,val_loss
0,103,,,,,,0.9008151888847351,0.3030414283275604
0,103,,,0.6376965045928955,1.024800181388855,,,
1,207,,,,,,0.9307065010070801,0.1749803125858307
1,207,,,0.9557134509086609,0.14278966188430786,,,
2,311,,,,,,0.904891312122345,0.2529855966567993
2,311,,,0.9723398089408875,0.07489436864852905,,,
3,415,,,,,,0.967391312122345,0.09089910238981247
3,415,,,0.979292631149292,0.05562134087085724,,,
4,519,,,,,,0.9633151888847351,0.12531453371047974
4,519,,,0.9873034954071045,0.037140749394893646,,,
5,623,,,,,,0.9646739363670349,0.10919587314128876
5,623,,,0.9906287789344788,0.023929938673973083,,,
6,727,,,,,,0.96875,0.07983046770095825
6,727,,,0.9922913908958435,0.022891029715538025,,,
7,831,,,,,,0.94701087474823,0.1688312292098999
7,831,,,0.9945586323738098,0.016503140330314636,,,
8,935,,,,,,0.9633151888847351,0.15899959206581116
8,935,,,0.996070146560669,0.011475883424282074,,,
9,1039,,,,,,0.960597813129425,0.1420610547065735
9,1039,,,0.9948609471321106,0.01486680656671524,,,
,0,,,,,829.996205329895,,
10,1040,0.9504581093788147,0.19665943086147308,,,,,
