epoch,step,test_acc,test_loss,train_acc,train_loss,training_total_time,val_acc,val_loss
0,51,,,,,,0.592391312122345,0.9576231241226196
0,51,,,0.43576177954673767,1.413894772529602,,,
1,103,,,,,,0.883152186870575,0.27529677748680115
1,103,,,0.8399335145950317,0.5589379668235779,,,
2,155,,,,,,0.9402173757553101,0.1248086616396904
2,155,,,0.9573760628700256,0.13227085769176483,,,
3,207,,,,,,0.92798912525177,0.17100819945335388
3,207,,,0.9762696623802185,0.07955050468444824,,,
4,259,,,,,,0.948369562625885,0.12153004854917526
4,259,,,0.9829201698303223,0.04988329857587814,,,
5,311,,,,,,0.9320651888847351,0.19298064708709717
5,311,,,0.9873034954071045,0.03824906051158905,,,
6,363,,,,,,0.95652174949646,0.11479754745960236
6,363,,,0.990326464176178,0.028095580637454987,,,
7,415,,,,,,0.94972825050354,0.14822249114513397
7,415,,,0.9938029050827026,0.02008340135216713,,,
8,467,,,,,,0.9510869383811951,0.1727750301361084
8,467,,,0.9948609471321106,0.01668643206357956,,,
9,519,,,,,,0.9646739363670349,0.11528091132640839
9,519,,,0.9965235590934753,0.0138084152713418,,,
,0,,,,,497.4303779602051,,
10,520,0.9382422566413879,0.19748273491859436,,,,,
