epoch,step,test_acc,test_loss,train_acc,train_loss,training_total_time,val_acc,val_loss
0,103,,,,,,0.85597825050354,0.4291253983974457
0,103,,,0.5947702527046204,1.0678900480270386,,,
1,207,,,,,,0.9198369383811951,0.1705663651227951
1,207,,,0.947853684425354,0.1642819195985794,,,
2,311,,,,,,0.948369562625885,0.12343517690896988
2,311,,,0.973548948764801,0.07425053417682648,,,
3,415,,,,,,0.9334239363670349,0.2079818695783615
3,415,,,0.9820132851600647,0.04789333790540695,,,
4,519,,,,,,0.95652174949646,0.11953770369291306
4,519,,,0.9856408834457397,0.03847847506403923,,,
5,623,,,,,,0.9633151888847351,0.09978138655424118
5,623,,,0.9863966107368469,0.03524330258369446,,,
6,727,,,,,,0.9538043737411499,0.13959158957004547
6,727,,,0.9904776215553284,0.027108848094940186,,,
7,831,,,,,,0.9524456262588501,0.1753424108028412
7,831,,,0.9910822510719299,0.021197829395532608,,,
8,935,,,,,,0.960597813129425,0.16301541030406952
8,935,,,0.9938029050827026,0.014614221639931202,,,
9,1039,,,,,,0.970108687877655,0.11109528690576553
9,1039,,,0.9956166744232178,0.011032240465283394,,,
,0,,,,,845.5451884269714,,
10,1040,0.9409568905830383,0.2269429862499237,,,,,
