epoch,step,test_loss,train_loss,training_total_time,val_loss
0,51,,,,0.08359847962856293
0,51,,0.12606297433376312,,
1,103,,,,0.041959889233112335
1,103,,0.0690048560500145,,
2,155,,,,0.022756848484277725
2,155,,0.0273390244692564,,
3,207,,,,0.020039241760969162
3,207,,0.014948565512895584,,
4,259,,,,0.01400404516607523
4,259,,0.01059980969876051,,
5,311,,,,0.014762441627681255
5,311,,0.008782701566815376,,
6,363,,,,0.013036207295954227
6,363,,0.0071219936944544315,,
7,415,,,,0.013742960058152676
7,415,,0.005950102582573891,,
8,467,,,,0.014169561676681042
8,467,,0.004822610877454281,,
9,519,,,,0.012022244744002819
9,519,,0.0046224347315728664,,
,0,,,801.821133852005,
10,520,0.017719237133860588,,,
